Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BF16-gam_R1_001 - polya	(1, 0.007535991785801591)	(2, 0.010443990348447419)	(3, 0.013012559224768707)	(4, 0.014429025415776888)	(5, 0.017026968014953184)	(6, 0.01938992083128941)	(7, 0.021517883864785575)	(8, 0.03206631411671747)	(9, 0.035336588594575065)	(10, 0.040201203474062835)	(12, 0.04329849936177428)	(14, 0.05151335052022495)	(16, 0.05941325009473025)	(18, 0.06215969318167354)	(20, 0.06448674478118699)	(22, 0.07062422098439178)	(24, 0.07524895046056365)	(26, 0.07788768989703858)	(28, 0.08162631206708437)	(30, 0.08927163937684626)	(32, 0.09619404672967657)	(34, 0.1010864034585274)	(36, 0.10808061324500329)	(38, 0.1137383186415763)	(40, 0.1230236788107428)	(42, 0.12835827325591073)	(44, 0.13187659250454395)	(46, 0.13874514803214008)	(48, 0.14276934806327624)	(50, 0.14950082621754895)	(52, 0.15804042020089668)	(54, 0.16613451272094343)	(56, 0.17027783951699155)	(58, 0.176958729593014)	(60, 0.18093234154589988)	(62, 0.18413407733709578)	(64, 0.1875577479231962)	(66, 0.19302615599470357)	(68, 0.19820572245813672)	(70, 0.20267542395257382)	(72, 0.20734095026604432)	(74, 0.2114418483513019)	(76, 0.21462236978710253)	(78, 0.21931726982342803)	(80, 0.22324845306552332)	(82, 0.22777363825868654)	(84, 0.23265620374658572)	(86, 0.2354793448876504)	(88, 0.2382616891914165)	(90, 0.24223693301779425)	(92, 0.2462170724646479)	(94, 0.24952814377980412)	(96, 0.25259932969164445)	(98, 0.256107857699326)	(100, 0.25971429811652424)	(102, 0.26587462054861627)	(104, 0.2702790471033756)	(106, 0.2736390746232902)	(108, 0.2762321216019906)	(110, 0.2795888853749213)	(112, 0.28320348515957927)	(114, 0.28538530001830964)	(116, 0.2879163358043162)	(118, 0.2904196297409597)	(120, 0.2944519891395555)	(122, 0.29756070814171054)	(124, 0.29931170839856747)	(126, 0.3008766750773426)	(128, 0.3023518887140608)	(130, 0.3044831154945409)	(132, 0.30653111672693173)	(134, 0.3090001413202444)	(136, 0.3112390717511928)	(138, 0.3134731065616654)
BF16-gam_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0015209060944926555)	(4, 0.001889709503672205)	(5, 0.0020431056119150264)	(6, 0.0021508092623833902)	(7, 0.002297677876658432)	(8, 0.0024347552499818046)	(9, 0.002715437490596329)	(10, 0.002970009755339735)	(12, 0.003258851363413984)	(14, 0.0035558523389479573)	(16, 0.003826743338610812)	(18, 0.004084579350338108)	(20, 0.004298354777782891)	(22, 0.004464805873961272)	(24, 0.0046345207171235425)	(26, 0.004802603686793868)	(28, 0.005062071572013108)	(30, 0.005324803204216239)	(32, 0.005595694203879094)	(34, 0.005876376444493618)	(36, 0.006248443600657057)	(38, 0.006576450172537985)	(40, 0.006906088617910856)	(42, 0.008846386199833352)	(44, 0.023892259795565418)	(46, 0.18852544890391953)	(48, 0.19097489101532883)	(50, 0.19134206255101643)	(52, 0.19169944284575238)	(54, 0.19212046620667417)	(56, 0.192539857694104)	(58, 0.19300167789232442)	(60, 0.19343901998816565)	(62, 0.1942908579509609)	(64, 0.19862837769255048)	(66, 0.2306751093273646)	(68, 0.27001305172418855)	(70, 0.515296692551444)	(72, 1.3035013804017868)	(74, 1.4877088920460202)	(76, 1.5834329592100165)	(78, 1.5927264787466429)	(80, 1.6012872870853858)	(82, 1.608836333859123)	(84, 1.6170250750417026)	(86, 1.6197764137491217)	(88, 1.621902744909126)	(90, 1.6240861916413483)	(92, 1.6259367361812136)	(94, 1.6280157430099516)	(96, 1.6299299306160029)	(98, 1.632474021389945)	(100, 1.6350393265192824)	(102, 1.63670710122805)	(104, 1.6384825795872862)	(106, 1.640444091524604)	(108, 1.6426813900820605)	(110, 1.6450084416815738)	(112, 1.6476896098288392)	(114, 1.6505943446445013)	(116, 1.6539282621885447)	(118, 1.6578594454306401)	(120, 1.6624596968044327)	(122, 1.6677600219062696)	(124, 1.6737245195193284)	(126, 1.6808394879442083)	(128, 1.689202839590426)	(130, 1.6993139277465166)	(132, 1.7110650487620118)	(134, 1.7241902072577249)	(136, 1.7401336112740267)	(138, 1.7600392041287705)
BF16-gam_R2_001 - illumina_universal_adapter	(1, 0.0032996482007126063)	(2, 0.004344047235557348)	(3, 0.004517025825703509)	(4, 0.004977214150431973)	(5, 0.005248105150094828)	(6, 0.005603853571338818)	(7, 0.006161954305583977)	(8, 0.007141078400750923)	(9, 0.007343430713752092)	(10, 0.008286653592096248)	(12, 0.010146989372913445)	(14, 0.01105920665491065)	(16, 0.012028539509125927)	(18, 0.01348580253743273)	(20, 0.014419234174825218)	(22, 0.015568073113154435)	(24, 0.016852357551315075)	(26, 0.018268823742323262)	(28, 0.019912120348711784)	(30, 0.021446081431139997)	(32, 0.023107328645939916)	(34, 0.024683718439158696)	(36, 0.026810049599162916)	(38, 0.028973913849481864)	(40, 0.031124723111865253)	(42, 0.03338160415122507)	(44, 0.0357739306904163)	(46, 0.038399615138955664)	(48, 0.04163235652649852)	(50, 0.045330181859245686)	(52, 0.049439239311962965)	(54, 0.053855088981165894)	(56, 0.05878661067382341)	(58, 0.06486044381084236)	(60, 0.07151359203750177)	(62, 0.0790332650883839)	(64, 0.087176313813189)	(66, 0.09654163578346084)	(68, 0.10735932516156363)	(70, 0.12094467198200501)	(72, 0.13802385994870042)	(74, 0.15732729148491675)	(76, 0.17979329384852233)	(78, 0.20617089697231983)	(80, 0.2380479137639717)	(82, 0.2781136717382031)	(84, 0.32715147017114765)	(86, 0.3835881830165704)	(88, 0.4485710173393086)	(90, 0.5270886104042379)	(92, 0.6241149126148064)	(94, 0.744775638609213)	(96, 0.8807188598556837)	(98, 1.0389534730021217)	(100, 1.2180156875262527)	(102, 1.4282940100777979)	(104, 1.6716814139074134)	(106, 1.940803462705)	(108, 2.2293007454724485)	(110, 2.548754668382092)	(112, 2.9122675437007564)	(114, 3.322835491159652)	(116, 3.7686502741710655)	(118, 4.215341373247654)	(120, 4.683713543538222)	(122, 5.202593830277976)	(124, 5.76452457160873)	(126, 6.358214834839716)	(128, 6.941451316481302)	(130, 7.520590163784615)	(132, 8.120793234121953)	(134, 8.780375285210688)	(136, 9.465758888080568)	(138, 10.130115801006735)
BF16-gam_R2_001 - polya	(1, 0.00879253437459917)	(2, 0.011971423936907854)	(3, 0.014592212764971378)	(4, 0.016289361196594083)	(5, 0.01910271109670711)	(6, 0.021668016226044504)	(7, 0.023972221596670718)	(8, 0.034465168149876484)	(9, 0.03760815649536238)	(10, 0.0420892811042431)	(12, 0.044860202293565556)	(14, 0.05269809067537695)	(16, 0.05977878975692592)	(18, 0.062309825542932476)	(20, 0.06495019685289932)	(22, 0.07078904020707821)	(24, 0.07525874170151534)	(26, 0.07796765169814387)	(28, 0.08152024029010795)	(30, 0.08769688145711943)	(32, 0.09349329610050774)	(34, 0.09800705817922736)	(36, 0.10399277014768128)	(38, 0.10865503271416789)	(40, 0.11611922206632391)	(42, 0.12052691236806712)	(44, 0.12354098270768935)	(46, 0.12881682970714725)	(48, 0.13211974165484375)	(50, 0.1377023808707873)	(52, 0.1444583371274392)	(54, 0.15140848632963255)	(56, 0.15487458562652356)	(58, 0.1603674718004101)	(60, 0.1637862467660347)	(62, 0.1667121959370919)	(64, 0.16993677795717507)	(66, 0.1750902344447371)	(68, 0.17984225005328067)	(70, 0.18384686760251345)	(72, 0.18779926520000406)	(74, 0.19137633189434727)	(76, 0.19426311610159785)	(78, 0.19831505798209703)	(80, 0.20177789353200415)	(82, 0.20565032932838942)	(84, 0.21001559091934205)	(86, 0.2125972147835989)	(88, 0.2150760306178632)	(90, 0.21877222407711844)	(92, 0.22244557130748643)	(94, 0.22544332291218921)	(96, 0.22829746964960085)	(98, 0.2313180674831909)	(100, 0.23464545753326654)	(102, 0.23960961669576297)	(104, 0.24340698631151877)	(106, 0.2462676605428982)	(108, 0.2486469320941539)	(110, 0.25163815620488894)	(112, 0.25502266182718264)	(114, 0.25734155405923637)	(116, 0.2598464798693718)	(118, 0.26199239351127934)	(120, 0.26539158599500057)	(122, 0.2682669470878075)	(124, 0.2700489529410114)	(126, 0.27174936511961795)	(128, 0.2732800624550623)	(130, 0.2753296955609451)	(132, 0.2771019101731973)	(134, 0.27911074644178147)	(136, 0.28127461069210036)	(138, 0.28338135937020126)
BF16-gam_R2_001 - polyg	(1, 2.00633297464754)	(2, 2.018258706126673)	(3, 2.02203159764005)	(4, 2.025014662383325)	(5, 2.02866026776433)	(6, 2.03257023665103)	(7, 2.037097053717685)	(8, 2.041790321880519)	(9, 2.049900733135485)	(10, 2.0633669531910144)	(12, 2.0916310020715)	(14, 2.1042111148209033)	(16, 2.108698766923752)	(18, 2.1115594411551313)	(20, 2.1135829642851434)	(22, 2.1152654258553385)	(24, 2.11622333559511)	(26, 2.1170441679615584)	(28, 2.118021660183233)	(30, 2.1189648830615773)	(32, 2.1195327750367743)	(34, 2.119991331488011)	(36, 2.1203797173790937)	(38, 2.1206750864811355)	(40, 2.1209769830771457)	(42, 2.1212805115466473)	(44, 2.1215383475583742)	(46, 2.121846771648352)	(48, 2.122202520069596)	(50, 2.122470147322275)	(52, 2.122732878954478)	(54, 2.1229597093698587)	(56, 2.1232860840682477)	(58, 2.1235781894233057)	(60, 2.123855607916936)	(62, 2.12416076825993)	(64, 2.124407181157214)	(66, 2.1246780721568763)	(68, 2.124952226903523)	(70, 2.125203535421283)	(72, 2.1254776901679295)	(74, 2.125817119854254)	(76, 2.1281963914055098)	(78, 2.131481352744795)	(80, 2.133372694121959)	(82, 2.136086499739063)	(84, 2.1399295618125938)	(86, 2.1439325474883346)	(88, 2.1490011465543155)	(90, 2.153629139777471)	(92, 2.158020511344295)	(94, 2.1625065315736514)	(96, 2.1666890233335065)	(98, 2.1704717060878345)	(100, 2.1748451270462468)	(102, 2.1818980842784326)	(104, 2.188556128125568)	(106, 2.192909966602077)	(108, 2.197123463958279)	(110, 2.2007658055923)	(112, 2.204524010244249)	(114, 2.2082365224384235)	(116, 2.2119979908373564)	(118, 2.2154804088691673)	(120, 2.2190525799430345)	(122, 2.222867900167202)	(124, 2.2271124031197505)	(126, 2.2318432043728986)	(128, 2.2367910448004755)	(130, 2.242148485474531)	(132, 2.247770289654281)	(134, 2.254647004549337)	(136, 2.2622401119073565)	(138, 2.270528397372945)
BF5-S5_R1_001 - illumina_universal_adapter	(1, 7.305717235136701e-05)	(2, 0.00010228004129191381)	(3, 0.00014611434470273403)	(4, 0.00039937920885413966)	(5, 0.0005162706846163268)	(6, 0.0007013488545731233)	(7, 0.0007597945924542169)	(8, 0.0008961679808434353)	(9, 0.0010130594566056226)	(10, 0.0012030081047191767)	(12, 0.0014635786861057192)	(14, 0.0017071025939436092)	(16, 0.0019628026971733937)	(18, 0.0021064818027977487)	(20, 0.0025643067495329823)	(22, 0.0027761725493519462)	(24, 0.0030270021744249727)	(26, 0.003331407059222336)	(28, 0.0038501129829170413)	(30, 0.00478280954993616)	(32, 0.006136802477514829)	(34, 0.007800070768047618)	(36, 0.009762873465221011)	(38, 0.012146972522953955)	(40, 0.015468638625862775)	(42, 0.019635332688969075)	(44, 0.02486866146840533)	(46, 0.030623131410614672)	(48, 0.037193406444080944)	(50, 0.04549513646227461)	(52, 0.05574749298224979)	(54, 0.06865913057581471)	(56, 0.08373569571005848)	(58, 0.10154703432932176)	(60, 0.12317439258440477)	(62, 0.1498889652742213)	(64, 0.18142774657830646)	(66, 0.21786622890808993)	(68, 0.2589243597695582)	(70, 0.3078507480932687)	(72, 0.3648256015710214)	(74, 0.43012897269683004)	(76, 0.503860706272908)	(78, 0.5871385770362312)	(80, 0.6808636234458)	(82, 0.7872713949755661)	(84, 0.907214225302962)	(86, 1.0366057832544682)	(88, 1.1810325072758856)	(90, 1.3395178664967844)	(92, 1.5111754338926349)	(94, 1.7021687995708135)	(96, 1.9096560395268525)	(98, 2.136018817579407)	(100, 2.378858423236272)	(102, 2.6374832485991897)	(104, 2.915278275987106)	(106, 3.214001748014611)	(108, 3.531242777994108)	(110, 3.868447897938156)	(112, 4.224964463773748)	(114, 4.601018952735176)	(116, 5.009323312811573)	(118, 5.442752034459607)	(120, 5.896183809897445)	(122, 6.375777358754307)	(124, 6.8818857906965585)	(126, 7.419645024940501)	(128, 7.987803348599847)	(130, 8.582556918234168)	(132, 9.204753197042743)	(134, 9.858081572229313)	(136, 10.54265893526964)	(138, 11.254859215176019)
BF5-S5_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00022891247336761662)	(4, 0.00034093347097304607)	(5, 0.00040424968701089747)	(6, 0.00043347255595144424)	(7, 0.00046756590304874887)	(8, 0.0004967887719892957)	(9, 0.0005941983351244517)	(10, 0.0006550793120839243)	(12, 0.0007622298315325957)	(14, 0.0009034736980785721)	(16, 0.0010301061301542748)	(18, 0.0012030081047191767)	(20, 0.0013515576885002895)	(22, 0.0014611434470273403)	(24, 0.0015926463572598008)	(26, 0.001758242614589566)	(28, 0.0019433207845463625)	(30, 0.002043165586759897)	(32, 0.002177103736070737)	(34, 0.002332959037086986)	(36, 0.002544824836905951)	(38, 0.002761561114881673)	(40, 0.002890628786035755)	(42, 0.0030830126732276876)	(44, 0.003277831799498)	(46, 0.003511614751022374)	(48, 0.0037673148542521585)	(50, 0.003940216828817061)	(52, 0.004156953106792783)	(54, 0.004359077950298232)	(56, 0.004573378989195575)	(58, 0.004853431483209148)	(60, 0.005087214434733523)	(62, 0.0052869040391605926)	(64, 0.005413536471236296)	(66, 0.005591308923957955)	(68, 0.00582509187548233)	(70, 0.00622203584525809)	(72, 0.006562969316231137)	(74, 0.007023229502044748)	(76, 0.007576028772836758)	(78, 0.008099605174688222)	(80, 0.008652404445480233)	(82, 0.009241732302447927)	(84, 0.009913858288080503)	(86, 0.010529973774910365)	(88, 0.011058420654918586)	(90, 0.011706194249767373)	(92, 0.01233205069291075)	(94, 0.012974953809602782)	(96, 0.013644644556156979)	(98, 0.014557859210549067)	(100, 0.01579009018420879)	(102, 0.017601908058522693)	(104, 0.019620721254498798)	(106, 0.02210710035352366)	(108, 0.02511705585439998)	(110, 0.02883323068800618)	(112, 0.033396868720888234)	(114, 0.039024706231021875)	(116, 0.04501295912475559)	(118, 0.052004530518781414)	(120, 0.06068128735504544)	(122, 0.07131110593216934)	(124, 0.08456854747486407)	(126, 0.10002257466625658)	(128, 0.11760500081215222)	(130, 0.13890603703073245)	(132, 0.16613931564424372)	(134, 0.19717156722002604)	(136, 0.23370989435202305)	(138, 0.2741640859220533)
BF5-S5_R2_001 - illumina_universal_adapter	(1, 7.305717235136701e-05)	(2, 0.00010228004129191381)	(3, 0.0001412438665459762)	(4, 0.00037015633991359284)	(5, 0.00048704781567578007)	(6, 0.0006672555074758187)	(7, 0.0007208307672001545)	(8, 0.0008718155900596463)	(9, 0.0009838365876650758)	(10, 0.0011421271277597042)	(12, 0.001392956752832731)	(14, 0.0016218692262003477)	(16, 0.0018848750466652687)	(18, 0.0020358598695247605)	(20, 0.00241332192667349)	(22, 0.002627622965570834)	(24, 0.002883323068800618)	(26, 0.003180422236362844)	(28, 0.003711304355449444)	(30, 0.004678094269565868)	(32, 0.00600042908912561)	(34, 0.007612557359012442)	(36, 0.009529090513696638)	(38, 0.01186935526801876)	(40, 0.015100917525027562)	(42, 0.01918481345946898)	(44, 0.024218452634478166)	(46, 0.0297196577125361)	(48, 0.0360220564473807)	(50, 0.04398285299460132)	(52, 0.05392106367346561)	(54, 0.06639435823292233)	(56, 0.08089133646651193)	(58, 0.09802080814382912)	(60, 0.11881531463410655)	(62, 0.1444315944995742)	(64, 0.1747137924392158)	(66, 0.20963755606224763)	(68, 0.24905920626304529)	(70, 0.2962054348204608)	(72, 0.3508497645002049)	(74, 0.41345002024901295)	(76, 0.4840354249358254)	(78, 0.5636409551689532)	(80, 0.6534550076186455)	(82, 0.7549849952744185)	(84, 0.869480195783481)	(86, 0.9926521531288074)	(88, 1.130209067710118)	(90, 1.28120850200408)	(92, 1.444790816616026)	(94, 1.6265619319043836)	(96, 1.8238650020346423)	(98, 2.0386092544442502)	(100, 2.2690754103438726)	(102, 2.5145986494651122)	(104, 2.7779721910308686)	(106, 3.06088122048338)	(108, 3.359969978372642)	(110, 3.6788572299691236)	(112, 4.015336648667814)	(114, 4.3692523791676985)	(116, 4.753654867689808)	(118, 5.16196896872252)	(120, 5.587865495901127)	(122, 6.036879747650786)	(124, 6.51058001793797)	(126, 7.0147767872036955)	(128, 7.546106990280718)	(130, 8.102081812830933)	(132, 8.68225804134208)	(134, 9.29108972808851)	(136, 9.929234387621388)	(138, 10.58975402380641)
BF5-S5_R2_001 - polyg	(1, 0.020641086428339558)	(2, 0.021512902018399206)	(3, 0.02183922405490198)	(4, 0.022038913659329046)	(5, 0.022150934656934476)	(6, 0.02236523569583182)	(7, 0.02258440721288592)	(8, 0.02283280159888057)	(9, 0.023086066463031976)	(10, 0.023439176129396916)	(12, 0.023926223945072697)	(14, 0.024349955544710623)	(16, 0.024837003360386405)	(18, 0.025236382569240545)	(20, 0.02580135803542445)	(22, 0.026307887763727257)	(24, 0.02681928797018683)	(26, 0.02735504056743019)	(28, 0.027776336927989736)	(30, 0.02828530189537093)	(32, 0.028811313536300773)	(34, 0.029266703243957623)	(36, 0.02982437299290639)	(38, 0.03040883037171733)	(40, 0.03104442777117422)	(42, 0.03162888514998516)	(44, 0.032186554898933926)	(46, 0.03266386175829619)	(48, 0.03320935531185307)	(50, 0.03375484886540994)	(52, 0.03432713004882898)	(54, 0.03489454075409126)	(56, 0.03543516382949138)	(58, 0.036134077444986125)	(60, 0.036725840541032194)	(62, 0.03745154178638911)	(64, 0.03814558492372709)	(66, 0.03885667473461374)	(68, 0.03952636548116793)	(70, 0.04018144479325185)	(72, 0.0408803584087466)	(74, 0.04165719967474947)	(76, 0.04254606193835776)	(78, 0.04360052045929583)	(80, 0.04476212949968257)	(82, 0.04579223562983684)	(84, 0.04683938843353977)	(86, 0.04805213749457246)	(88, 0.049147995079842965)	(90, 0.05029742792483781)	(92, 0.05149069507324347)	(94, 0.05275458415492212)	(96, 0.054084224691716996)	(98, 0.055345678534317266)	(100, 0.05661687333323105)	(102, 0.058031747237769195)	(104, 0.05976563746157497)	(106, 0.061869684025294344)	(108, 0.06437554503694623)	(110, 0.06716145854261169)	(112, 0.07059271040404756)	(114, 0.0745110100811592)	(116, 0.07927190247938996)	(118, 0.08515300485367501)	(120, 0.09167944558373045)	(122, 0.0988536599086347)	(124, 0.1071992242302392)	(126, 0.11733712451353055)	(128, 0.12968378664091157)	(130, 0.14449247547653365)	(132, 0.161699874804359)	(134, 0.18207795541223362)	(136, 0.20691252353354164)	(138, 0.2360477238672668)
BF5-WYS_R1_001 - illumina_universal_adapter	(1, 0.00010063865711130572)	(2, 0.0001509579856669586)	(3, 0.0002180504237411624)	(4, 0.0003606218546488455)	(5, 0.0005031932855565286)	(6, 0.0006625378259827627)	(7, 0.0007799495926126194)	(8, 0.0009267143008999402)	(9, 0.0010147731258723328)	(10, 0.0012433067430625893)	(12, 0.0015179664114288614)	(14, 0.0017842395250358576)	(16, 0.001956163897601005)	(18, 0.0021406681023050655)	(20, 0.0023419454165276767)	(22, 0.0024761302926760848)	(24, 0.002650151303931051)	(26, 0.0028556218955333)	(28, 0.003165924421626493)	(30, 0.0036313782107662814)	(32, 0.004438584106346547)	(34, 0.005426100929251234)	(36, 0.0064366807777439285)	(38, 0.007839332061232752)	(40, 0.009489386710120203)	(42, 0.011690857334430016)	(44, 0.014263433006837767)	(46, 0.017253239778519475)	(48, 0.021190727237999314)	(50, 0.026077992023967097)	(52, 0.031602634971639815)	(54, 0.03824059306360636)	(56, 0.04642587050865922)	(58, 0.056493929497169436)	(60, 0.06880958516116548)	(62, 0.08373765263267582)	(64, 0.10147311930985364)	(66, 0.12223613225512989)	(68, 0.14595540575305077)	(70, 0.17440259949651318)	(72, 0.2087707009000241)	(74, 0.25004513014779833)	(76, 0.29812944186010426)	(78, 0.35304669906252995)	(80, 0.41647421270693036)	(82, 0.4873259239519794)	(84, 0.5709755177596829)	(86, 0.6658064857001904)	(88, 0.7711395168380004)	(90, 0.8888552960778808)	(92, 1.0200545587319865)	(94, 1.168272237631352)	(96, 1.3361165513061115)	(98, 1.5220611467900778)	(100, 1.723187503027022)	(102, 1.9415021032431017)	(104, 2.1806677752294297)	(106, 2.441873313123134)	(108, 2.7210302714790675)	(110, 3.018866183922597)	(112, 3.3392262858108506)	(114, 3.683905299862314)	(116, 4.055326940402416)	(118, 4.453273157007418)	(120, 4.872185760510607)	(122, 5.316096587112508)	(124, 5.7910628259880035)	(126, 6.291580800576324)	(128, 6.82282711180263)	(130, 7.381640028522673)	(132, 7.966128382638239)	(134, 8.58110815321984)	(136, 9.226025827653364)	(138, 9.899577296673744)
BF5-WYS_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00039416807368594745)	(4, 0.0005870588331492834)	(5, 0.0006457647164642117)	(6, 0.0007547899283347929)	(7, 0.0008805882497239251)	(8, 0.0009602605199370421)	(9, 0.0011321848925021894)	(10, 0.0013187857358960687)	(12, 0.0014823235537019407)	(14, 0.0016479580101976313)	(16, 0.0018702017113184314)	(18, 0.0021490546570643414)	(20, 0.002438390796259345)	(22, 0.0027633697931812697)	(24, 0.0030778655966541)	(26, 0.0034133277870251194)	(28, 0.003723630313118312)	(30, 0.003966840401137301)	(32, 0.004300205952818501)	(34, 0.004631474865809882)	(36, 0.005002579913907823)	(38, 0.005375781600695581)	(40, 0.005696567320237868)	(42, 0.00602573959453943)	(44, 0.0064303908616744725)	(46, 0.0067805295228742235)	(48, 0.007180987512629628)	(50, 0.007600315250593401)	(52, 0.008055285846284097)	(54, 0.008476710222937688)	(56, 0.008810075774618889)	(58, 0.009254563176860488)	(60, 0.00969695394041227)	(62, 0.010202243864658619)	(64, 0.01064044135083076)	(66, 0.011005256482859244)	(68, 0.011388941363096098)	(70, 0.012112281711083608)	(72, 0.012667890963885608)	(74, 0.01349815988505388)	(76, 0.01422359687173121)	(78, 0.014894521252473248)	(80, 0.01568076076115532)	(82, 0.016420874218661383)	(84, 0.017257433055899114)	(86, 0.018070928867548835)	(88, 0.01891377762085602)	(90, 0.019800655786649402)	(92, 0.020576412101882383)	(94, 0.021251529760004058)	(96, 0.022052445739514866)	(98, 0.022993836511243537)	(100, 0.024191017203130112)	(102, 0.025820105465119376)	(104, 0.027602248351465415)	(106, 0.029640181157969354)	(108, 0.03186890808524681)	(110, 0.03433665182316362)	(112, 0.03751725271561884)	(114, 0.04096622336037088)	(116, 0.04482823182701724)	(118, 0.04965469409098028)	(120, 0.05577687906525138)	(122, 0.062360324551282625)	(124, 0.0700361187947095)	(126, 0.07940809373819985)	(128, 0.09012820735924373)	(130, 0.10311059412660217)	(132, 0.11953985490002283)	(134, 0.13822509890368861)	(136, 0.1600909437998096)	(138, 0.18507239378900142)
